Unnamed: 0,Classifier,Accuracy,Precision,Recall,F1-score,F1-micro,F1-weight,Brier,AUC,MCC,Type,Dataset
6,NB(G)-PCA,66.61,61.01,92.02,73.37,66.61,64.31,0.33,0.77,0.39,Individual,Move Method
7,KNN-PCA,82.08,86.28,76.28,80.97,82.08,82.02,0.13,0.9,0.65,Individual,Move Method
0,Stack-LR-PCA,85.92,85.92,85.93,85.92,85.92,85.92,0.1,0.93,0.72,Stacking,Move Method
1,Stack-DT-PCA,79.56,80.57,77.92,79.21,79.56,79.55,0.2,0.8,0.59,Stacking,Move Method
0,TBStack-LR-PCA,92.37,90.04,95.28,92.58,92.37,92.36,0.06,0.97,0.85,TreeStacking,Move Method
1,TBStack-DT-PCA,87.45,88.34,86.28,87.3,87.45,87.44,0.13,0.87,0.75,TreeStacking,Move Method
0,DT-PCA,82.59,88.91,74.48,81.05,82.59,82.48,0.17,0.83,0.66,Individual,Pull Up Method
1,LR-PCA,77.93,73.81,86.56,79.67,77.93,77.76,0.15,0.86,0.57,Individual,Pull Up Method
2,SVM-PCA,77.87,73.85,86.27,79.57,77.87,77.71,0.15,0.85,0.57,Individual,Pull Up Method
3,MLP-PCA,81.77,80.21,84.38,82.21,81.77,81.75,0.13,0.89,0.64,Individual,Pull Up Method
4,SGD-PCA,77.26,72.91,86.79,79.21,77.26,77.04,0.16,0.85,0.56,Individual,Pull Up Method
5,NB(B)-PCA,72.15,72.64,71.04,71.82,72.15,72.14,0.2,0.79,0.44,Individual,Pull Up Method
6,NB(G)-PCA,70.45,63.96,93.69,76.02,70.45,68.76,0.29,0.82,0.46,Individual,Pull Up Method
7,KNN-PCA,83.57,87.29,78.59,82.7,83.57,83.53,0.12,0.9,0.67,Individual,Pull Up Method
0,Stack-LR-PCA,87.03,86.93,87.16,87.04,87.03,87.03,0.1,0.94,0.74,Stacking,Pull Up Method
1,Stack-DT-PCA,80.9,83.32,77.27,80.16,80.9,80.87,0.19,0.81,0.62,Stacking,Pull Up Method
0,TBStack-LR-PCA,92.52,91.48,93.77,92.61,92.52,92.52,0.06,0.97,0.85,TreeStacking,Pull Up Method
1,TBStack-DT-PCA,87.5,89.31,85.19,87.2,87.5,87.49,0.12,0.88,0.75,TreeStacking,Pull Up Method
0,DT-PCA,77.99,86.2,66.66,75.16,77.99,77.7,0.22,0.78,0.57,Individual,Push Down Method
1,LR-PCA,77.31,73.26,85.96,79.08,77.31,77.14,0.16,0.84,0.56,Individual,Push Down Method
2,SVM-PCA,77.23,73.18,85.87,79.0,77.23,77.05,0.16,0.84,0.55,Individual,Push Down Method
3,MLP-PCA,81.28,80.59,82.39,81.45,81.28,81.27,0.14,0.89,0.63,Individual,Push Down Method
4,SGD-PCA,76.88,72.77,85.85,78.75,76.88,76.68,0.16,0.84,0.55,Individual,Push Down Method
5,NB(B)-PCA,72.29,72.5,71.78,72.13,72.29,72.29,0.2,0.79,0.45,Individual,Push Down Method
6,NB(G)-PCA,68.35,62.43,92.14,74.42,68.35,66.46,0.31,0.8,0.42,Individual,Push Down Method
7,KNN-PCA,80.38,84.06,74.96,79.24,80.38,80.32,0.15,0.87,0.61,Individual,Push Down Method
0,Stack-LR-PCA,83.98,83.49,84.71,84.07,83.98,83.97,0.12,0.91,0.68,Stacking,Push Down Method
1,Stack-DT-PCA,76.53,80.66,69.79,74.81,76.53,76.42,0.23,0.77,0.54,Stacking,Push Down Method
0,TBStack-LR-PCA,87.68,88.05,87.19,87.6,87.68,87.67,0.09,0.95,0.75,TreeStacking,Push Down Method
1,TBStack-DT-PCA,81.9,85.24,77.15,80.98,81.9,81.85,0.18,0.82,0.64,TreeStacking,Push Down Method
0,DT-PCA,61.54,58.14,82.92,68.33,61.54,59.65,0.38,0.62,0.25,Individual,Rename Method
1,LR-PCA,77.36,74.01,85.26,79.14,77.36,77.12,0.16,0.85,0.55,Individual,Rename Method
2,SVM-PCA,77.22,74.17,84.44,78.87,77.22,77.02,0.16,0.85,0.55,Individual,Rename Method
3,MLP-PCA,71.89,67.63,85.41,75.36,71.89,71.22,0.2,0.76,0.46,Individual,Rename Method
4,SGD-PCA,77.03,73.15,86.25,79.07,77.03,76.75,0.16,0.85,0.55,Individual,Rename Method
5,NB(B)-PCA,73.17,73.42,73.39,73.31,73.17,73.13,0.19,0.8,0.46,Individual,Rename Method
6,NB(G)-PCA,67.45,61.63,93.79,74.32,67.45,64.81,0.31,0.8,0.41,Individual,Rename Method
7,KNN-PCA,66.87,62.68,84.29,71.84,66.87,65.73,0.27,0.7,0.36,Individual,Rename Method
0,Stack-LR-PCA,78.56,76.47,83.42,79.68,78.56,78.44,0.15,0.86,0.58,Stacking,Rename Method
1,Stack-DT-PCA,64.19,61.4,76.93,68.26,64.19,63.55,0.36,0.64,0.29,Stacking,Rename Method
0,TBStack-LR-PCA,78.58,77.78,80.88,79.18,78.58,78.51,0.15,0.86,0.57,TreeStacking,Rename Method
1,TBStack-DT-PCA,67.26,64.96,75.48,69.78,67.26,66.99,0.33,0.67,0.35,TreeStacking,Rename Method
0,DT,75.67,80.03,68.39,73.69,75.67,75.52,0.24,0.76,0.52,Individual,Extract And Move Method
1,LR,72.21,68.64,81.71,74.59,72.21,71.95,0.18,0.8,0.45,Individual,Extract And Move Method
2,SVM,72.61,69.2,81.47,74.82,72.61,72.39,0.18,0.8,0.46,Individual,Extract And Move Method
3,MLP,76.94,75.3,80.13,77.61,76.94,76.9,0.16,0.85,0.54,Individual,Extract And Move Method
4,SGD,72.33,69.87,78.85,73.87,72.33,72.12,0.19,0.8,0.45,Individual,Extract And Move Method
5,NB(B),68.44,71.03,62.18,66.28,68.44,68.3,0.23,0.75,0.37,Individual,Extract And Move Method
6,NB(G),64.92,59.55,93.02,72.61,64.92,61.91,0.35,0.71,0.36,Individual,Extract And Move Method
7,NB(M),69.29,64.51,85.66,73.59,69.29,68.44,0.23,0.73,0.41,Individual,Extract And Move Method
8,KNN,75.02,74.96,75.1,75.01,75.02,75.02,0.18,0.82,0.5,Individual,Extract And Move Method
0,Stack-LR,79.15,78.49,80.28,79.37,79.15,79.14,0.15,0.87,0.58,Stacking,Extract And Move Method
1,Stack-DT,70.7,71.52,68.73,70.08,70.7,70.68,0.29,0.71,0.41,Stacking,Extract And Move Method
0,TBStack-LR,85.33,84.25,86.89,85.54,85.33,85.32,0.11,0.92,0.71,TreeStacking,Extract And Move Method
1,TBStack-DT,79.62,80.89,77.56,79.17,79.62,79.61,0.2,0.8,0.59,TreeStacking,Extract And Move Method
0,DT,65.02,60.42,87.38,71.43,65.02,63.14,0.35,0.65,0.34,Individual,Extract Method
1,LR,78.18,76.14,82.74,79.22,78.18,78.08,0.16,0.85,0.57,Individual,Extract Method
2,SVM,77.57,75.98,81.3,78.46,77.57,77.49,0.16,0.84,0.55,Individual,Extract Method
3,MLP,72.49,67.15,88.53,76.33,72.49,71.72,0.21,0.75,0.47,Individual,Extract Method
4,SGD,77.08,74.77,82.55,78.36,77.08,76.94,0.17,0.84,0.55,Individual,Extract Method
5,NB(B),71.12,68.63,78.18,73.06,71.12,70.95,0.23,0.79,0.43,Individual,Extract Method
6,NB(G),62.99,58.1,95.03,72.05,62.99,58.49,0.37,0.82,0.33,Individual,Extract Method
7,NB(M),76.02,72.68,84.05,77.88,76.02,75.8,0.22,0.83,0.53,Individual,Extract Method
8,KNN,68.56,63.8,86.23,73.31,68.56,67.5,0.25,0.72,0.4,Individual,Extract Method
0,Stack-LR,80.47,79.62,82.41,80.91,80.47,80.43,0.14,0.88,0.61,Stacking,Extract Method
1,Stack-DT,69.05,67.18,74.76,70.74,69.05,68.92,0.31,0.69,0.38,Stacking,Extract Method
0,TBStack-LR,81.2,80.49,82.65,81.51,81.2,81.18,0.13,0.89,0.62,TreeStacking,Extract Method
1,TBStack-DT,72.69,71.18,76.41,73.69,72.69,72.64,0.27,0.73,0.46,TreeStacking,Extract Method
0,DT,89.29,93.76,84.18,88.71,89.29,89.26,0.11,0.89,0.79,Individual,Inline Method
1,LR,73.3,69.06,84.38,75.95,73.3,72.96,0.18,0.81,0.48,Individual,Inline Method
2,SVM,73.87,69.77,84.23,76.31,73.87,73.59,0.18,0.81,0.49,Individual,Inline Method
3,MLP,80.65,79.0,83.55,81.19,80.65,80.63,0.14,0.89,0.61,Individual,Inline Method
4,SGD,72.33,68.19,83.9,75.19,72.33,71.93,0.19,0.8,0.46,Individual,Inline Method
5,NB(B),66.94,66.71,67.56,67.12,66.94,66.93,0.22,0.73,0.34,Individual,Inline Method
6,NB(G),62.65,57.77,94.09,71.58,62.65,58.55,0.37,0.69,0.33,Individual,Inline Method
7,NB(M),69.76,65.36,84.04,73.53,69.76,69.13,0.23,0.74,0.41,Individual,Inline Method
8,KNN,79.73,80.03,79.23,79.62,79.73,79.73,0.15,0.87,0.59,Individual,Inline Method
0,Stack-LR,89.75,90.87,88.39,89.61,89.75,89.75,0.08,0.95,0.8,Stacking,Inline Method
1,Stack-DT,83.91,84.2,83.47,83.83,83.91,83.91,0.16,0.84,0.68,Stacking,Inline Method
0,TBStack-LR,96.78,95.78,97.87,96.82,96.78,96.78,0.03,0.99,0.94,TreeStacking,Inline Method
1,TBStack-DT,94.79,95.23,94.29,94.76,94.79,94.79,0.05,0.95,0.9,TreeStacking,Inline Method
0,DT,91.7,97.56,85.54,91.15,91.7,91.67,0.08,0.92,0.84,Individual,Move Method
1,LR,72.91,68.73,84.02,75.6,72.91,72.57,0.18,0.8,0.47,Individual,Move Method
2,SVM,73.27,69.29,83.54,75.74,73.27,72.98,0.18,0.8,0.48,Individual,Move Method
3,MLP,80.85,80.19,82.03,81.06,80.85,80.84,0.14,0.88,0.62,Individual,Move Method
4,SGD,71.62,67.41,83.72,74.65,71.62,71.18,0.19,0.79,0.45,Individual,Move Method
5,NB(B),65.29,67.02,60.18,63.4,65.29,65.2,0.24,0.71,0.31,Individual,Move Method
6,NB(G),64.3,59.01,93.64,72.4,64.3,60.93,0.35,0.69,0.35,Individual,Move Method
7,NB(M),69.0,64.33,85.26,73.33,69.0,68.15,0.23,0.72,0.4,Individual,Move Method
8,KNN,82.73,86.6,77.45,81.76,82.73,82.68,0.13,0.9,0.66,Individual,Move Method
0,Stack-LR,93.13,94.93,91.13,92.99,93.13,93.13,0.05,0.97,0.86,Stacking,Move Method
1,Stack-DT,89.82,90.16,89.4,89.78,89.82,89.82,0.1,0.9,0.8,Stacking,Move Method
0,TBStack-LR,98.96,98.81,99.11,98.96,98.96,98.96,0.01,1.0,0.98,TreeStacking,Move Method
1,TBStack-DT,98.4,98.5,98.31,98.4,98.4,98.4,0.02,0.98,0.97,TreeStacking,Move Method
0,DT,89.38,97.4,80.92,88.39,89.38,89.3,0.11,0.89,0.8,Individual,Pull Up Method
1,LR,78.45,74.29,87.02,80.14,78.45,78.29,0.15,0.86,0.58,Individual,Pull Up Method
2,SVM,78.91,74.95,86.82,80.44,78.91,78.77,0.15,0.87,0.59,Individual,Pull Up Method
3,MLP,84.06,84.23,83.84,84.0,84.06,84.05,0.12,0.91,0.68,Individual,Pull Up Method
4,SGD,77.64,73.77,85.81,79.3,77.64,77.48,0.16,0.85,0.56,Individual,Pull Up Method
5,NB(B),71.96,74.66,66.48,70.33,71.96,71.88,0.23,0.79,0.44,Individual,Pull Up Method
6,NB(G),70.63,63.89,94.85,76.35,70.63,68.79,0.29,0.75,0.47,Individual,Pull Up Method
7,NB(M),72.91,67.04,90.09,76.87,72.91,72.09,0.22,0.76,0.49,Individual,Pull Up Method
8,KNN,84.43,87.77,80.0,83.7,84.43,84.4,0.12,0.91,0.69,Individual,Pull Up Method
0,Stack-LR,91.84,93.39,90.06,91.69,91.84,91.84,0.06,0.97,0.84,Stacking,Pull Up Method
1,Stack-DT,88.53,89.3,87.55,88.41,88.53,88.52,0.11,0.89,0.77,Stacking,Pull Up Method
0,TBStack-LR,98.55,98.23,98.88,98.55,98.55,98.55,0.01,1.0,0.97,TreeStacking,Pull Up Method
1,TBStack-DT,97.67,98.08,97.25,97.66,97.67,97.67,0.02,0.98,0.95,TreeStacking,Pull Up Method
0,DT,83.61,97.08,69.3,80.84,83.61,83.26,0.16,0.84,0.7,Individual,Push Down Method
1,LR,77.88,73.56,87.02,79.7,77.88,77.69,0.16,0.85,0.57,Individual,Push Down Method
2,SVM,78.22,73.83,87.41,80.03,78.22,78.03,0.15,0.86,0.57,Individual,Push Down Method
3,MLP,83.36,84.25,82.07,83.11,83.36,83.35,0.13,0.9,0.67,Individual,Push Down Method
4,SGD,77.18,73.12,85.96,78.97,77.18,76.98,0.16,0.85,0.55,Individual,Push Down Method
5,NB(B),70.54,73.74,63.75,68.35,70.54,70.39,0.23,0.77,0.41,Individual,Push Down Method
6,NB(G),68.59,62.32,93.96,74.93,68.59,66.42,0.31,0.73,0.43,Individual,Push Down Method
7,NB(M),71.48,65.97,88.68,75.65,71.48,70.61,0.22,0.75,0.46,Individual,Push Down Method
8,KNN,81.19,84.76,76.04,80.15,81.19,81.13,0.14,0.88,0.63,Individual,Push Down Method
0,Stack-LR,87.55,88.72,86.03,87.34,87.55,87.54,0.09,0.95,0.75,Stacking,Push Down Method
1,Stack-DT,82.95,85.8,78.96,82.22,82.95,82.92,0.17,0.83,0.66,Stacking,Push Down Method
0,TBStack-LR,95.72,95.96,95.46,95.7,95.72,95.72,0.03,0.99,0.91,TreeStacking,Push Down Method
1,TBStack-DT,93.02,96.37,89.4,92.74,93.02,93.01,0.07,0.93,0.86,TreeStacking,Push Down Method
0,DT,54.92,52.74,94.95,67.81,54.92,46.29,0.45,0.55,0.16,Individual,Rename Method
1,LR,77.56,74.04,85.79,79.39,77.56,77.32,0.16,0.85,0.56,Individual,Rename Method
2,SVM,77.62,74.44,84.99,79.27,77.62,77.42,0.16,0.85,0.56,Individual,Rename Method
3,MLP,70.47,66.09,86.11,74.61,70.47,69.5,0.22,0.73,0.43,Individual,Rename Method
4,SGD,77.07,73.2,86.18,79.08,77.07,76.8,0.16,0.85,0.55,Individual,Rename Method
5,NB(B),68.96,73.2,60.9,66.34,68.96,68.73,0.27,0.75,0.39,Individual,Rename Method
6,NB(G),65.52,60.0,94.57,73.36,65.52,62.11,0.34,0.73,0.38,Individual,Rename Method
7,NB(M),71.47,67.26,84.65,74.88,71.47,70.85,0.23,0.74,0.45,Individual,Rename Method
8,KNN,66.3,61.94,85.29,71.72,66.3,64.96,0.27,0.7,0.35,Individual,Rename Method
0,Stack-LR,78.98,76.99,83.52,80.02,78.98,78.86,0.15,0.87,0.58,Stacking,Rename Method
1,Stack-DT,65.13,62.41,76.75,68.79,65.13,64.59,0.35,0.65,0.31,Stacking,Rename Method
0,TBStack-LR,79.26,78.85,80.79,79.69,79.26,79.2,0.15,0.87,0.59,TreeStacking,Rename Method
1,TBStack-DT,65.84,62.73,78.74,69.77,65.84,65.19,0.34,0.66,0.33,TreeStacking,Rename Method
0,DT-GR,76.24,81.58,67.75,73.98,76.24,76.05,0.24,0.76,0.53,Individual,Extract And Move Method
1,LR-GR,72.34,68.72,81.95,74.74,72.34,72.08,0.19,0.79,0.46,Individual,Extract And Move Method
2,SVM-GR,72.46,68.94,81.75,74.78,72.46,72.22,0.18,0.79,0.46,Individual,Extract And Move Method
3,MLP-GR,75.94,74.36,79.19,76.66,75.94,75.9,0.17,0.83,0.52,Individual,Extract And Move Method
4,SGD-GR,72.31,68.98,81.45,74.64,72.31,72.04,0.19,0.79,0.45,Individual,Extract And Move Method
5,NB(B)-GR,67.88,71.17,60.1,65.14,67.88,67.67,0.23,0.74,0.36,Individual,Extract And Move Method
6,NB(G)-GR,65.25,59.54,95.19,73.26,65.25,61.83,0.35,0.76,0.38,Individual,Extract And Move Method
7,NB(M)-GR,67.81,62.52,88.88,73.4,67.81,66.31,0.24,0.71,0.39,Individual,Extract And Move Method
8,KNN-GR,74.86,75.14,74.28,74.68,74.86,74.85,0.18,0.82,0.5,Individual,Extract And Move Method
0,Stack-LR-GR,79.38,79.44,79.24,79.32,79.38,79.37,0.15,0.87,0.59,Stacking,Extract And Move Method
1,Stack-DT-GR,70.68,71.96,67.72,69.75,70.68,70.65,0.29,0.71,0.41,Stacking,Extract And Move Method
0,TBStack-LR-GR,86.74,84.76,89.58,87.09,86.74,86.72,0.1,0.93,0.74,TreeStacking,Extract And Move Method
1,TBStack-DT-GR,79.5,82.17,75.31,78.56,79.5,79.45,0.21,0.79,0.59,TreeStacking,Extract And Move Method
0,DT-GR,65.94,61.49,85.56,71.54,65.94,64.55,0.34,0.66,0.35,Individual,Extract Method
1,LR-GR,78.17,76.36,82.1,79.06,78.17,78.1,0.16,0.85,0.57,Individual,Extract Method
2,SVM-GR,77.74,76.19,81.23,78.55,77.74,77.67,0.16,0.85,0.56,Individual,Extract Method
3,MLP-GR,77.92,75.07,84.08,79.25,77.92,77.79,0.16,0.85,0.56,Individual,Extract Method
4,SGD-GR,76.77,74.23,82.8,78.17,76.77,76.61,0.17,0.84,0.54,Individual,Extract Method
5,NB(B)-GR,68.08,65.84,76.39,70.57,68.08,67.72,0.25,0.73,0.37,Individual,Extract Method
6,NB(G)-GR,64.68,59.3,95.03,72.98,64.68,60.85,0.34,0.82,0.37,Individual,Extract Method
7,NB(M)-GR,76.79,74.54,81.94,78.0,76.79,76.68,0.22,0.83,0.54,Individual,Extract Method
8,KNN-GR,69.17,64.39,86.23,73.7,69.17,68.2,0.25,0.73,0.41,Individual,Extract Method
0,Stack-LR-GR,80.68,79.92,82.31,81.04,80.68,80.66,0.14,0.88,0.61,Stacking,Extract Method
1,Stack-DT-GR,69.13,67.23,74.9,70.83,69.13,69.01,0.31,0.69,0.39,Stacking,Extract Method
0,TBStack-LR-GR,81.27,80.47,82.87,81.61,81.27,81.25,0.13,0.89,0.63,TreeStacking,Extract Method
1,TBStack-DT-GR,71.89,70.3,75.98,73.01,71.89,71.84,0.28,0.72,0.44,TreeStacking,Extract Method
0,DT-GR,90.44,96.09,84.31,89.82,90.44,90.41,0.1,0.9,0.82,Individual,Inline Method
1,LR-GR,72.57,68.51,83.54,75.27,72.57,72.24,0.18,0.8,0.46,Individual,Inline Method
2,SVM-GR,72.9,68.88,83.53,75.49,72.9,72.59,0.18,0.8,0.47,Individual,Inline Method
3,MLP-GR,79.03,77.42,82.01,79.63,79.03,79.0,0.15,0.87,0.58,Individual,Inline Method
4,SGD-GR,71.93,68.02,82.88,74.69,71.93,71.56,0.19,0.79,0.45,Individual,Inline Method
5,NB(B)-GR,65.87,66.35,64.36,65.33,65.87,65.86,0.22,0.72,0.32,Individual,Inline Method
6,NB(G)-GR,63.99,58.63,95.01,72.51,63.99,60.15,0.36,0.79,0.36,Individual,Inline Method
7,NB(M)-GR,70.05,65.01,86.86,74.36,70.05,69.18,0.24,0.75,0.43,Individual,Inline Method
8,KNN-GR,80.56,82.31,77.86,80.02,80.56,80.55,0.14,0.88,0.61,Individual,Inline Method
0,Stack-LR-GR,91.82,94.27,89.05,91.59,91.82,91.81,0.07,0.96,0.84,Stacking,Inline Method
1,Stack-DT-GR,86.2,85.64,87.05,86.33,86.2,86.2,0.14,0.86,0.72,Stacking,Inline Method
0,TBStack-LR-GR,97.83,97.25,98.45,97.85,97.83,97.83,0.02,0.99,0.96,TreeStacking,Inline Method
1,TBStack-DT-GR,96.26,96.68,95.82,96.25,96.26,96.26,0.04,0.96,0.93,TreeStacking,Inline Method
0,DT-GR,93.85,99.69,87.97,93.46,93.85,93.83,0.06,0.94,0.88,Individual,Move Method
1,LR-GR,72.08,67.84,83.94,75.03,72.08,71.68,0.19,0.79,0.45,Individual,Move Method
2,SVM-GR,72.28,68.19,83.51,75.07,72.28,71.92,0.19,0.79,0.46,Individual,Move Method
3,MLP-GR,78.66,77.0,81.82,79.3,78.66,78.63,0.15,0.86,0.57,Individual,Move Method
4,SGD-GR,71.13,66.91,83.64,74.34,71.13,70.66,0.19,0.78,0.44,Individual,Move Method
5,NB(B)-GR,64.42,66.95,56.92,61.53,64.42,64.21,0.23,0.7,0.29,Individual,Move Method
6,NB(G)-GR,65.05,59.45,94.63,73.03,65.05,61.7,0.35,0.74,0.37,Individual,Move Method
7,NB(M)-GR,66.32,61.13,89.58,72.67,66.32,64.39,0.24,0.68,0.37,Individual,Move Method
8,KNN-GR,90.28,98.03,82.21,89.42,90.28,90.22,0.08,0.95,0.82,Individual,Move Method
0,Stack-LR-GR,97.56,98.74,96.35,97.53,97.56,97.56,0.02,0.99,0.95,Stacking,Move Method
1,Stack-DT-GR,95.05,94.49,95.69,95.08,95.05,95.05,0.05,0.95,0.9,Stacking,Move Method
0,TBStack-LR-GR,99.48,99.52,99.44,99.48,99.48,99.48,0.0,1.0,0.99,TreeStacking,Move Method
1,TBStack-DT-GR,99.0,98.99,99.01,99.0,99.0,99.0,0.01,0.99,0.98,TreeStacking,Move Method
0,DT-GR,91.37,99.48,83.18,90.6,91.37,91.31,0.09,0.91,0.84,Individual,Pull Up Method
1,LR-GR,77.48,73.03,87.13,79.45,77.48,77.27,0.16,0.85,0.56,Individual,Pull Up Method
2,SVM-GR,77.81,73.52,86.9,79.64,77.81,77.62,0.15,0.85,0.57,Individual,Pull Up Method
3,MLP-GR,82.41,81.21,84.33,82.73,82.41,82.4,0.13,0.9,0.65,Individual,Pull Up Method
4,SGD-GR,76.55,72.06,86.7,78.69,76.55,76.3,0.16,0.84,0.54,Individual,Pull Up Method
5,NB(B)-GR,69.95,72.24,64.79,68.31,69.95,69.87,0.23,0.77,0.4,Individual,Pull Up Method
6,NB(G)-GR,70.96,63.97,95.97,76.76,70.96,69.02,0.29,0.77,0.48,Individual,Pull Up Method
7,NB(M)-GR,73.56,67.27,91.77,77.63,73.56,72.66,0.23,0.76,0.51,Individual,Pull Up Method
8,KNN-GR,88.63,96.87,79.85,87.53,88.63,88.54,0.09,0.93,0.78,Individual,Pull Up Method
0,Stack-LR-GR,95.9,97.8,93.91,95.81,95.9,95.9,0.03,0.98,0.92,Stacking,Pull Up Method
1,Stack-DT-GR,93.88,94.88,92.78,93.81,93.88,93.88,0.06,0.94,0.88,Stacking,Pull Up Method
0,TBStack-LR-GR,99.28,99.33,99.22,99.28,99.28,99.28,0.01,1.0,0.99,TreeStacking,Pull Up Method
1,TBStack-DT-GR,98.32,99.15,97.48,98.3,98.32,98.32,0.02,0.98,0.97,TreeStacking,Pull Up Method
0,DT-GR,83.54,97.65,68.73,80.64,83.54,83.16,0.16,0.84,0.7,Individual,Push Down Method
1,LR-GR,77.25,72.83,86.88,79.22,77.25,77.03,0.16,0.85,0.56,Individual,Push Down Method
2,SVM-GR,77.36,73.0,86.78,79.27,77.36,77.15,0.16,0.85,0.56,Individual,Push Down Method
3,MLP-GR,82.42,81.84,83.3,82.55,82.42,82.41,0.13,0.89,0.65,Individual,Push Down Method
